"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"8999",2014-07-07,320000,3,1,1120,10576,1,FALSE,0,4,7,1120,NA,1969,NA,98077,47.7575,-122.072,1300,10000
"9000",2014-07-23,552500,3,2.25,2700,4025,2,FALSE,0,4,8,1760,940,1907,NA,98122,47.6074,-122.294,1580,4025
"9001",2014-11-19,1050000,3,3,3490,4500,2.5,FALSE,0,3,9,3170,320,1924,NA,98102,47.6394,-122.321,2840,4050
"9002",2014-09-23,230000,3,1,1640,7187,1,FALSE,0,3,7,1640,NA,1966,NA,98058,47.455,-122.182,1340,8346
"9003",2014-07-29,680000,3,1.75,1620,5500,1,FALSE,0,3,7,1110,510,1950,NA,98112,47.6393,-122.308,2100,6500
"9004",2014-06-02,985000,3,1.75,1670,5400,2,FALSE,0,5,8,1670,NA,1912,NA,98112,47.635,-122.284,2100,5400
"9005",2014-06-23,375000,4,2.5,1870,7471,2,FALSE,0,3,8,1870,NA,1990,NA,98055,47.4314,-122.204,2020,8912
"9006",2015-04-22,431000,2,1.5,1300,4000,1.5,FALSE,0,4,6,1300,NA,1900,NA,98144,47.5937,-122.301,1480,4000
"9007",2014-09-09,463000,3,2.5,2190,17108,2,FALSE,0,3,8,2190,NA,1991,NA,98019,47.7321,-121.964,2400,14040
"9008",2014-10-06,350000,3,1.75,1320,10500,1,FALSE,0,3,7,1320,NA,1966,NA,98034,47.7267,-122.226,1310,10500
"9009",2015-04-14,485000,3,1,1250,7200,1,FALSE,0,3,7,1250,NA,1964,NA,98008,47.6342,-122.12,1430,7400
"9010",2014-09-29,355000,4,1.75,2040,15000,1,FALSE,0,4,7,1360,680,1967,NA,98092,47.3107,-122.189,2310,15000
"9011",2015-03-27,603500,3,1.75,2140,7280,1,FALSE,0,3,7,1070,1070,1910,NA,98117,47.6993,-122.377,2280,8400
"9012",2014-08-19,860000,5,1.75,2510,6000,1.5,FALSE,0,5,8,2010,500,1920,NA,98144,47.5798,-122.292,2240,5000
"9013",2015-03-06,259875,5,2.5,2200,6250,2,FALSE,0,3,7,2200,NA,1996,NA,98038,47.3675,-122.021,1850,6091
"9014",2014-07-16,685000,4,2.5,2170,8680,1,FALSE,0,3,7,1220,950,1959,NA,98004,47.6078,-122.192,2010,8680
"9015",2014-09-30,382500,4,2.5,2980,8786,2,FALSE,0,3,8,2980,NA,2003,NA,98038,47.378,-122.03,2980,6718
"9016",2015-03-01,490000,3,1,1180,2250,1.5,FALSE,0,3,7,1180,NA,1902,NA,98117,47.6779,-122.377,1320,5100
"9017",2015-01-26,229000,3,2,1540,6000,1,FALSE,0,4,6,1540,NA,1953,NA,98155,47.7372,-122.307,1490,8213
"9018",2015-05-05,430000,3,2,1540,6000,1,FALSE,0,4,6,1540,NA,1953,NA,98155,47.7372,-122.307,1490,8213
"9019",2014-08-18,580000,5,2.5,3110,15783,1,FALSE,0,3,8,1720,1390,1974,NA,98052,47.6301,-122.103,2550,12220
"9020",2014-11-13,510000,3,1.75,1370,6700,1,FALSE,0,3,8,1370,NA,1940,2012,98117,47.6982,-122.362,1180,6694
"9021",2014-05-08,489990,5,2.25,2440,20828,1.5,FALSE,0,4,8,2440,NA,1975,NA,98042,47.3762,-122.158,2670,14472
"9022",2014-09-16,440000,3,2.25,1760,1800,2,FALSE,0,3,7,1330,430,1983,NA,98199,47.6579,-122.394,1150,4575
"9023",2015-04-28,479950,3,2.5,2810,4984,1,FALSE,0,3,9,1750,1060,2006,NA,98055,47.4461,-122.209,2810,5711
"9024",2014-06-23,806000,4,2.5,2500,206474,1,FALSE,0,3,10,2500,NA,1997,NA,98053,47.6778,-121.994,3680,208652
"9025",2014-06-24,875000,4,2.5,3220,22588,2,FALSE,0,3,10,3220,NA,1996,NA,98077,47.7311,-122.055,3220,22922
"9026",2014-09-11,710800,3,2.5,2880,36820,2,FALSE,0,3,10,2880,NA,1992,NA,98077,47.766,-122.044,3190,36820
"9027",2015-02-10,565000,3,2.5,2700,6037,2,FALSE,0,3,8,2700,NA,2004,NA,98065,47.5376,-121.879,2740,6054
"9028",2015-02-23,359999,5,3,2680,9624,2,FALSE,0,3,7,1870,810,1995,NA,98010,47.3279,-122.006,1860,9921
"9029",2015-01-23,625000,3,1.75,1780,4500,1,FALSE,0,4,7,920,860,1922,NA,98117,47.6827,-122.362,1360,4000
"9030",2014-09-12,349950,3,2.5,2240,7565,2,FALSE,0,3,8,2240,NA,1999,NA,98003,47.3485,-122.301,2190,8254
"9031",2014-06-17,415000,4,2,1610,9600,1,FALSE,0,5,7,1610,NA,1967,NA,98056,47.5327,-122.186,1450,9600
"9032",2014-11-05,435000,2,2,1440,1170,2,FALSE,0,3,9,960,480,2004,NA,98116,47.5592,-122.385,1440,1350
"9033",2014-11-21,225000,3,1.75,1550,9060,2,FALSE,0,3,7,1550,NA,1948,1979,98146,47.5093,-122.345,1080,7620
"9034",2014-05-12,770000,3,1.75,1720,5000,1,FALSE,0,3,9,1720,NA,1954,2014,98122,47.6157,-122.29,2120,4188
"9035",2015-01-06,340000,3,1.75,1740,10800,1,FALSE,0,3,7,1740,NA,1959,NA,98133,47.7717,-122.351,1810,7735
"9036",2015-03-12,965000,5,2.75,3280,12673,1,FALSE,0,4,9,2050,1230,1981,NA,98006,47.5504,-122.146,3060,12847
"9037",2015-01-13,667000,3,2.75,2216,31215,1,FALSE,0,3,9,2216,NA,1968,2005,98092,47.3164,-122.199,2216,30048
"9038",2014-05-07,250000,1,1,1100,4373,1,FALSE,0,2,6,820,280,1947,NA,98166,47.4653,-122.338,1100,7500
"9039",2014-06-12,397990,3,1,1180,11862,1,FALSE,0,4,7,1180,NA,1948,NA,98177,47.7153,-122.363,1540,8100
"9040",2014-09-18,535000,3,1.75,2020,10031,1,FALSE,0,5,7,1370,650,1952,NA,98155,47.7487,-122.319,1500,8456
"9041",2014-06-25,265950,3,1.5,1150,8450,1,FALSE,0,4,6,1150,NA,1951,NA,98178,47.4927,-122.224,1160,6800
"9042",2014-10-07,258000,3,1.75,2090,7461,1,FALSE,0,3,6,1200,890,1986,NA,98030,47.3764,-122.184,1420,7462
"9043",2014-12-02,505500,3,2.5,1300,1187,3,FALSE,0,3,8,1300,NA,2005,NA,98107,47.6704,-122.391,1320,1194
"9044",2014-05-06,455000,5,2.5,2240,7770,1,FALSE,0,3,7,1340,900,1978,NA,98034,47.7198,-122.171,1820,7770
"9045",2014-10-31,1348000,5,3.25,3540,5971,1,FALSE,2,3,10,2000,1540,2005,NA,98033,47.6643,-122.202,2820,6029
"9046",2015-01-09,6e+05,4,2.25,2840,31720,1,FALSE,0,3,8,1780,1060,1958,NA,98177,47.7505,-122.375,2290,29577
"9047",2015-02-05,329800,4,2.5,2080,7047,2,FALSE,0,3,8,2080,NA,1996,NA,98092,47.2627,-122.215,2580,7227
"9048",2015-04-21,222000,2,1,1550,38449,1,FALSE,0,3,6,1550,NA,1947,NA,98055,47.4315,-122.199,1188,25875
"9049",2015-04-05,450000,4,2.5,1900,9240,1,FALSE,0,3,7,1900,NA,1962,NA,98007,47.6167,-122.137,2040,8052
"9050",2014-12-18,952000,3,3.5,2760,4500,2,FALSE,0,3,9,2120,640,2004,NA,98119,47.6529,-122.372,1950,6000
"9051",2014-07-23,625000,4,2,1410,4480,1.5,FALSE,0,3,8,1410,NA,1927,NA,98109,47.6385,-122.344,1240,3400
"9052",2015-03-12,226800,2,1,1240,11393,1,FALSE,0,4,7,1240,NA,1960,NA,98030,47.3714,-122.207,1660,11393
"9053",2014-12-12,1205000,5,4.25,4420,13497,2,FALSE,0,3,11,3510,910,2000,NA,98059,47.5262,-122.143,4220,12015
"9054",2014-10-03,350000,4,2.75,3390,16153,1,FALSE,0,4,7,1970,1420,1961,NA,98031,47.3954,-122.184,2530,8495
"9055",2015-03-12,395000,3,1.75,1400,8640,1,FALSE,0,3,7,1400,NA,1962,NA,98011,47.7659,-122.204,1630,8640
"9056",2014-09-19,285000,5,3,2110,5260,2,FALSE,0,3,7,1670,440,2002,NA,98118,47.5449,-122.272,2110,5260
"9057",2015-01-07,553000,3,1,1310,18135,1,FALSE,0,3,7,1310,NA,1948,NA,98008,47.6065,-122.113,2150,18135
"9058",2015-05-05,254000,3,1,1270,16800,1,FALSE,0,4,7,1270,NA,1957,NA,98188,47.4599,-122.276,1700,10200
"9059",2014-08-26,348140,2,1.5,2060,10880,1,FALSE,0,3,6,1190,870,1924,NA,98106,47.515,-122.362,1430,8781
"9060",2014-06-26,354950,4,2.75,2530,7350,1,FALSE,0,5,8,1280,1250,1977,NA,98023,47.313,-122.374,2280,7350
"9061",2014-06-12,706000,3,2.75,1900,6400,1,FALSE,0,5,7,1410,490,1942,NA,98105,47.6697,-122.281,1350,6400
"9062",2014-05-05,499000,4,2.5,2910,6479,2,FALSE,0,3,7,2910,NA,2006,NA,98065,47.5402,-121.887,2320,5178
"9063",2014-12-04,427500,3,1.5,1900,43186,1.5,FALSE,0,4,7,1300,600,1971,NA,98038,47.4199,-121.99,2080,108028
"9064",2015-02-17,439000,5,3.5,2880,10000,2,FALSE,3,3,8,1980,900,1991,NA,98055,47.4874,-122.223,2120,9535
"9065",2014-11-17,545000,4,2.5,2820,25995,2,FALSE,0,3,9,2820,NA,1998,NA,98010,47.3415,-122.029,3330,27653
"9066",2014-10-17,842000,3,1,1620,4774,1.5,FALSE,0,3,7,1620,NA,1920,NA,98103,47.659,-122.339,1880,4560
"9067",2014-12-10,685000,4,2.5,3320,38043,2,FALSE,0,3,9,3320,NA,1997,NA,98053,47.6504,-122.004,3170,42621
"9068",2014-09-03,665000,4,3.5,3770,47480,2,FALSE,0,3,9,3770,NA,2003,NA,98010,47.3552,-121.99,3380,42689
"9069",2014-06-09,255000,2,1,1200,9000,1,FALSE,2,5,6,1200,NA,1917,NA,98198,47.4039,-122.323,1660,9000
"9070",2014-12-31,565000,5,2.25,2130,4360,1,FALSE,2,3,8,1240,890,1959,NA,98199,47.6586,-122.395,1830,5000
"9071",2015-02-25,274000,5,1.75,1950,8720,1,FALSE,0,3,7,1050,900,1962,NA,98001,47.3381,-122.289,1660,8030
"9072",2014-05-09,260000,3,2,1920,8075,1,FALSE,0,4,7,1510,410,1969,NA,98023,47.3092,-122.375,1920,7826
"9073",2014-05-07,581000,4,2,2510,13695,1,FALSE,0,4,7,1280,1230,1961,2001,98033,47.7005,-122.174,1220,12500
"9074",2014-07-25,625000,3,1.5,1990,5978,1.5,TRUE,4,4,7,1990,NA,1926,NA,98198,47.3449,-122.329,2100,6221
"9075",2014-12-29,220000,3,1,1230,9720,1,FALSE,0,5,7,1230,NA,1969,NA,98042,47.3266,-122.138,1230,9720
"9076",2014-10-28,765000,3,2.25,3190,324086,2,FALSE,2,3,9,3190,NA,1982,NA,98024,47.5477,-121.93,3190,217800
"9077",2014-07-10,1325000,6,4.25,5720,10213,2,FALSE,0,3,10,4170,1550,2004,NA,98006,47.5464,-122.116,4300,10224
"9078",2015-03-18,7e+05,8,2.5,2280,3000,1.5,FALSE,0,3,7,1210,1070,1911,NA,98105,47.6675,-122.316,1610,3000
"9079",2014-09-24,351000,4,1,1550,7260,1,FALSE,0,4,6,1550,NA,1959,NA,98008,47.6229,-122.121,1210,7260
"9080",2014-08-05,413565,3,2.5,1690,1613,2,FALSE,0,3,8,1150,540,2014,NA,98029,47.5524,-121.998,1690,1619
"9081",2014-06-12,363000,3,3.25,1651,1779,2,FALSE,0,3,8,1341,310,2008,NA,98133,47.7076,-122.346,1650,2908
"9082",2015-04-04,679000,4,1.75,2260,41236,1,FALSE,0,4,8,1690,570,1962,NA,98029,47.5528,-122.034,3080,30240
"9083",2014-09-10,473000,2,1.75,1510,4555,1,FALSE,0,3,8,1510,NA,2005,NA,98053,47.7136,-122.031,1640,4500
"9084",2015-04-21,585888,3,2,1490,7431,1,FALSE,0,4,7,1490,NA,1966,NA,98052,47.6697,-122.162,1700,7725
"9085",2014-06-26,405000,4,2.5,2220,4652,2,FALSE,0,3,7,2220,NA,2001,NA,98059,47.4902,-122.154,1840,4500
"9086",2015-01-16,650000,3,1.75,2800,19386,1,TRUE,4,3,8,1400,1400,1965,NA,98198,47.3554,-122.324,3270,31450
"9087",2015-02-24,415000,4,2.5,2210,213008,1,FALSE,0,4,7,1210,1000,1975,NA,98038,47.4039,-121.98,2270,52707
"9088",2014-12-22,575000,3,2,2150,3880,1,FALSE,0,3,8,1080,1070,1951,NA,98117,47.6814,-122.392,2130,4000
"9089",2014-07-17,220000,3,2.25,1400,7205,1,FALSE,0,3,7,1140,260,1985,NA,98030,47.349,-122.166,1970,7252
"9090",2014-05-06,610000,4,3,2450,10117,1,FALSE,0,5,8,1580,870,1967,NA,98006,47.5694,-122.132,2530,10125
"9091",2014-05-12,499950,3,1,980,6380,1,FALSE,0,3,7,760,220,1941,NA,98115,47.692,-122.308,1390,6380
"9092",2015-03-03,883000,4,2.5,2800,6874,2,FALSE,0,3,9,2170,630,1990,NA,98112,47.6215,-122.29,1430,6240
"9093",2014-10-23,436000,2,1,1240,8100,1.5,FALSE,2,3,7,1240,NA,1925,NA,98125,47.7326,-122.288,2790,8100
"9094",2014-12-13,320000,3,2.5,1610,1356,2,FALSE,0,3,8,1240,370,2007,NA,98106,47.5257,-122.361,1270,1314
"9095",2014-05-30,425000,3,1.75,1510,44000,1,FALSE,0,3,7,1240,270,1989,NA,98045,47.4851,-121.716,2290,36242
"9096",2014-05-15,204700,4,2,1670,9987,1,FALSE,0,3,7,1670,NA,1967,NA,98001,47.3406,-122.284,1640,7280
"9097",2014-07-17,384000,6,3,2320,4502,1,FALSE,0,4,7,1200,1120,1987,NA,98108,47.5552,-122.3,1160,5628
"9098",2015-01-13,314000,3,2.75,1900,8200,2,FALSE,0,4,7,1900,NA,1984,NA,98031,47.402,-122.183,1620,8200
"9099",2015-04-30,535000,3,2.5,2390,6263,2,FALSE,0,3,9,2390,NA,2003,NA,98028,47.7379,-122.248,2390,11761
"9100",2014-06-26,568000,4,1.75,2110,265716,1,FALSE,0,4,8,2110,NA,1979,NA,98053,47.657,-122.026,2110,110597
"9101",2015-05-01,426000,4,1.5,1470,5850,1,FALSE,0,4,7,810,660,1973,NA,98052,47.7,-122.129,1290,7300
"9102",2014-12-09,675000,4,2.75,2670,6780,2,FALSE,3,5,8,1630,1040,1908,NA,98118,47.5131,-122.256,2400,5989
"9103",2014-06-13,380000,4,2.5,2540,6365,2,FALSE,0,3,8,1870,670,2000,NA,98055,47.4608,-122.215,2290,5942
"9104",2014-07-23,685000,3,2.5,3450,8000,3,FALSE,0,4,8,2970,480,1927,1975,98116,47.5605,-122.402,1880,6135
"9105",2014-08-19,429000,3,2,1700,52826,1,FALSE,0,3,7,1700,NA,1991,NA,98058,47.4164,-122.092,2480,114728
"9106",2015-04-21,799000,4,1.5,1810,6583,1,FALSE,0,3,7,1500,310,1968,NA,98133,47.7273,-122.351,860,8670
"9107",2014-09-20,318500,5,1.75,1550,6986,1,FALSE,0,3,7,1030,520,1978,NA,98106,47.5503,-122.356,1550,6986
"9108",2015-04-20,925000,3,3.25,4110,20900,2,FALSE,0,3,9,2630,1480,2002,NA,98006,47.5506,-122.187,2640,14700
"9109",2015-02-24,420000,3,1.5,2080,5000,1,FALSE,0,3,7,1300,780,1963,NA,98118,47.5322,-122.29,1860,5000
"9110",2014-12-18,570000,2,1,1100,4000,1,FALSE,0,3,7,1100,NA,1906,NA,98109,47.6388,-122.35,1590,4000
"9111",2014-08-13,1052500,4,2.75,3950,12840,2,FALSE,0,5,8,3950,NA,1960,NA,98040,47.5489,-122.219,2350,12507
"9112",2014-09-17,333000,3,1,1250,8450,1,FALSE,0,4,7,1250,NA,1954,NA,98146,47.503,-122.364,1350,9300
"9113",2015-02-24,1360000,2,1.75,2620,14138,2,TRUE,4,3,8,2120,500,1931,1991,98125,47.7142,-122.277,1830,8279
"9114",2014-06-03,660000,3,2.5,2290,2798,3,FALSE,0,4,9,2290,NA,1953,1983,98102,47.641,-122.315,2260,5000
"9115",2014-09-17,350000,6,4.5,3500,8504,2,FALSE,0,3,7,3500,NA,1980,NA,98155,47.7351,-122.295,1550,8460
"9116",2015-01-21,682500,6,4.5,3500,8504,2,FALSE,0,3,7,3500,NA,1980,NA,98155,47.7351,-122.295,1550,8460
"9117",2014-12-10,399990,5,2.75,1690,4000,1,FALSE,0,5,7,970,720,1943,NA,98106,47.5312,-122.354,1240,4000
"9118",2014-06-25,860000,5,3.25,4500,9648,2,FALSE,4,4,8,3000,1500,1968,NA,98125,47.7262,-122.282,2780,21132
"9119",2014-10-21,216180,2,1,1120,7797,1,FALSE,0,3,6,1120,NA,1948,NA,98055,47.4871,-122.22,2180,7200
"9120",2014-09-15,3e+05,4,2.25,1740,9613,2,FALSE,0,5,8,1740,NA,1989,NA,98058,47.463,-122.125,1680,9769
"9121",2014-10-14,145000,3,1,1010,11880,1,FALSE,0,3,7,1010,NA,1960,NA,98030,47.3762,-122.219,1150,9435
"9122",2015-03-05,255000,3,1,1010,11880,1,FALSE,0,3,7,1010,NA,1960,NA,98030,47.3762,-122.219,1150,9435
"9123",2014-07-02,250000,3,1.75,1200,24805,1,FALSE,0,3,6,1200,NA,1984,NA,98031,47.4236,-122.195,2150,4339
"9124",2014-10-29,245000,3,1,1020,8625,1,FALSE,0,3,7,1020,NA,1978,NA,98045,47.4465,-121.77,1290,9440
"9125",2014-10-14,445000,3,1.75,1850,7056,2.5,FALSE,0,4,8,1850,NA,1979,NA,98052,47.6602,-122.13,1970,7056
"9126",2014-05-14,562000,3,1.5,1830,8000,1,FALSE,0,4,7,1830,NA,1957,NA,98008,47.6017,-122.122,1310,7500
"9127",2014-05-05,501000,4,1,2070,7519,1,FALSE,0,3,7,1160,910,1963,NA,98008,47.632,-122.119,1730,7519
"9128",2015-01-13,190000,3,1.75,1160,5850,1,FALSE,0,4,6,1160,NA,1918,NA,98146,47.5064,-122.356,1110,8382
"9129",2014-05-16,862500,4,2.75,3280,24440,2,FALSE,0,3,10,3280,NA,1996,NA,98077,47.7073,-122.07,3490,25138
"9130",2014-06-11,1085000,5,2.5,2340,6000,2,FALSE,0,4,10,2340,NA,1922,NA,98144,47.5764,-122.287,2350,6000
"9131",2014-06-26,575000,5,3,3690,49709,1,FALSE,2,3,9,2690,1000,1960,NA,98198,47.3908,-122.32,2590,8691
"9132",2014-12-30,250000,1,1,720,123710,1,FALSE,0,4,6,720,NA,1935,NA,98092,47.2893,-122.084,1860,297514
"9133",2015-05-06,310000,7,1.5,2660,15111,1.5,FALSE,0,4,7,2660,NA,1962,NA,98059,47.4644,-122.066,1710,15429
"9134",2014-10-09,1400000,5,3.25,4300,9270,2,FALSE,3,3,10,2910,1390,1957,2009,98116,47.5717,-122.409,2780,6610
"9135",2014-12-16,284850,3,1.5,1590,8256,1,FALSE,1,3,7,1090,500,1969,NA,98003,47.3488,-122.304,1950,7840
"9136",2015-02-19,570000,4,2.5,2590,7910,2,FALSE,0,3,9,2590,NA,2003,NA,98028,47.7378,-122.248,2110,11761
"9137",2014-10-03,304000,3,1.75,1720,6000,1,FALSE,2,3,7,1000,720,1954,NA,98178,47.4999,-122.223,1690,6000
"9138",2014-12-16,560000,4,2.5,1790,9787,1,FALSE,2,4,8,1240,550,1983,NA,98056,47.5344,-122.189,1790,9787
"9139",2014-08-26,325000,3,1,1590,8160,1,FALSE,1,3,7,1090,500,1954,NA,98198,47.4013,-122.321,1540,10500
"9140",2015-02-06,557510,4,2,1580,4800,1.5,FALSE,2,3,7,1580,NA,1912,NA,98136,47.5454,-122.383,1580,4800
"9141",2015-04-20,305000,4,2.25,2580,8820,1,FALSE,0,4,9,1620,960,1967,NA,98023,47.3122,-122.376,2140,8400
"9142",2014-09-02,320000,5,1,1740,27350,1,FALSE,0,4,5,1740,NA,1958,NA,98059,47.4809,-122.153,2760,10749
"9143",2014-09-05,455000,5,2.25,3470,28212,1.5,FALSE,0,4,8,2790,680,1978,NA,98042,47.3342,-122.108,2020,28177
"9144",2014-09-04,383001,3,1,1180,7210,1,FALSE,0,4,7,1180,NA,1963,NA,98034,47.7267,-122.241,1700,7210
"9145",2014-06-05,545000,3,1.75,1700,51649,1.5,FALSE,0,5,6,1700,NA,1931,NA,98059,47.4704,-122.076,1100,39504
"9146",2015-04-08,487500,2,1,1190,5000,1,FALSE,0,3,7,1190,NA,1925,NA,98116,47.5717,-122.382,1600,5000
"9147",2014-07-02,345000,5,2.5,2450,6994,2,FALSE,0,3,8,2450,NA,2002,NA,98030,47.3572,-122.192,1940,6035
"9148",2014-06-04,583000,6,2.75,2630,16411,1,FALSE,0,4,8,1650,980,1974,NA,98052,47.6309,-122.093,2250,12255
"9149",2014-08-12,534950,3,2.25,2130,12286,2,FALSE,0,3,8,2130,NA,1977,NA,98052,47.6471,-122.114,2130,10158
"9150",2014-08-12,403504,4,1,1060,5750,1,FALSE,0,3,6,950,110,1904,NA,98199,47.6562,-122.389,1790,5857
"9151",2015-04-27,5e+05,3,1.75,1480,6120,1.5,FALSE,0,3,7,1480,NA,1946,NA,98115,47.6858,-122.295,1480,6120
"9152",2015-02-24,319502,3,1.75,1610,38707,1,FALSE,0,3,7,1610,NA,1990,NA,98010,47.3778,-122.001,1930,45151
"9153",2014-11-12,525000,4,2.75,2440,5080,2,FALSE,0,3,8,1750,690,1960,NA,98126,47.5547,-122.379,1920,6375
"9154",2014-05-06,563000,4,3,3100,15480,2,FALSE,0,3,8,2400,700,1996,NA,98028,47.7466,-122.241,2000,42500
"9155",2014-08-04,898500,4,2.75,2890,5000,1.5,FALSE,0,3,8,1990,900,1911,2014,98117,47.6768,-122.363,1080,3750
"9156",2014-05-07,651000,3,2.5,3240,108366,2,FALSE,0,4,10,3240,NA,1991,NA,98042,47.327,-122.094,2090,108366
"9157",2014-12-01,450000,4,2.75,2900,6400,2,FALSE,0,3,7,2040,860,1911,1970,98136,47.5563,-122.393,1340,6144
"9158",2015-03-21,665000,4,2.25,2650,8149,1,FALSE,0,4,8,1610,1040,1975,NA,98006,47.5624,-122.176,2290,8019
"9159",2014-11-02,825000,4,2.5,2560,4000,2,FALSE,0,5,8,1610,950,1929,NA,98117,47.6885,-122.386,1760,4000
"9160",2014-06-25,2e+05,3,1,1150,4800,1.5,FALSE,0,4,6,1150,NA,1938,NA,98002,47.3101,-122.212,1310,9510
"9161",2014-09-04,295000,3,2,1760,6092,1,FALSE,0,3,7,1760,NA,1998,NA,98030,47.3838,-122.184,2590,6255
"9162",2014-12-15,748000,4,2.5,3220,8379,2,FALSE,0,3,10,3220,NA,2004,NA,98034,47.7043,-122.192,2720,7635
"9163",2014-07-14,580000,3,2.5,3200,18750,1,FALSE,0,2,9,2660,540,1967,1996,98027,47.5717,-122.12,3200,22475
"9164",2015-02-12,275000,3,1,1250,10744,1,FALSE,0,3,6,1250,NA,1942,NA,98198,47.4226,-122.327,1500,10710
"9165",2015-03-26,196000,3,1,1000,8470,1,FALSE,0,4,6,1000,NA,1963,NA,98023,47.3056,-122.37,1020,8470
"9166",2014-05-22,235750,2,1,740,11250,1,FALSE,0,2,6,740,NA,1938,NA,98146,47.5036,-122.362,1390,11250
"9167",2015-03-23,315000,3,2.25,2170,8480,1,FALSE,0,3,8,2170,NA,1965,NA,98148,47.4562,-122.33,2080,8452
"9168",2014-08-25,338000,4,2.5,2370,10631,2,FALSE,0,3,8,2370,NA,1999,NA,98003,47.3473,-122.302,2200,8297
"9169",2015-01-21,353000,4,2.5,2300,4249,2,FALSE,0,3,8,2300,NA,2006,NA,98038,47.3516,-122,2390,4385
"9170",2014-06-27,235000,3,1.75,1400,6300,1,FALSE,0,3,7,1400,NA,1998,NA,98022,47.2074,-122.001,1400,8490
"9171",2015-03-20,569999,3,2.5,3080,13880,2,FALSE,0,3,9,3080,NA,1990,NA,98038,47.3726,-122.025,2780,15318
"9172",2014-09-18,505000,4,2.25,2350,12540,2,FALSE,0,3,8,2350,NA,1968,NA,98177,47.7732,-122.382,2090,7964
"9173",2015-03-06,1234000,4,3,2660,4600,1.5,FALSE,0,3,8,1820,840,1906,2002,98112,47.6258,-122.305,2350,4600
"9174",2014-05-14,299000,2,1.75,1250,34395,1,FALSE,0,4,7,1250,NA,1950,NA,98003,47.2802,-122.316,1910,26042
"9175",2014-10-16,240000,3,2,1100,6360,1,FALSE,0,3,7,1100,NA,1991,NA,98038,47.3878,-122.052,1620,6360
"9176",2015-02-13,1955000,3,1.75,3330,12566,1,TRUE,4,4,8,1940,1390,1960,NA,98040,47.5287,-122.22,3730,16560
"9177",2014-09-11,1265000,4,3.25,3640,3604,2,FALSE,2,5,9,1960,1680,1913,NA,98122,47.6145,-122.284,1940,4600
"9178",2015-04-14,405000,2,1.75,1350,2653,2,FALSE,0,3,7,1350,NA,1986,NA,98033,47.6934,-122.184,1370,4115
"9179",2014-06-24,304000,4,2,1310,8454,1,FALSE,0,4,7,1310,NA,1953,NA,98155,47.7572,-122.318,1320,8274
"9180",2014-10-10,272000,4,2.25,1800,5555,2,FALSE,0,3,7,1800,NA,2003,NA,98038,47.3498,-122.052,1810,5669
"9181",2014-06-20,412000,2,1,1260,3960,1,FALSE,0,3,6,690,570,1925,NA,98117,47.6899,-122.391,1250,3960
"9182",2014-07-18,698000,4,2.5,2990,7231,2,FALSE,0,3,9,2990,NA,2001,NA,98075,47.5623,-122.032,3160,8339
"9183",2014-06-09,4e+05,2,1,1140,5100,1,FALSE,0,3,7,1140,NA,1942,NA,98136,47.5323,-122.383,1230,5100
"9184",2014-11-20,305000,3,2.5,2100,6825,2,FALSE,0,3,8,2100,NA,1994,NA,98055,47.4314,-122.189,2180,7614
"9185",2014-09-10,585000,4,2,2400,12753,1,FALSE,0,4,7,2400,NA,1962,NA,98033,47.6947,-122.177,1830,12060
"9186",2014-08-12,190000,2,1.5,1400,9031,1,FALSE,0,3,7,960,440,1982,NA,98023,47.2915,-122.368,1450,7658
"9187",2014-07-20,760000,4,2.5,2990,12788,2,FALSE,0,3,10,2990,NA,1988,NA,98075,47.5601,-122.037,3250,12212
"9188",2014-05-27,570000,3,1.75,1930,36210,1,FALSE,0,3,8,1930,NA,1977,NA,98072,47.7692,-122.128,1930,35060
"9189",2014-11-06,144000,3,1,980,6800,1,FALSE,0,3,6,980,NA,1946,NA,98058,47.4411,-122.186,1140,9975
"9190",2014-06-24,139000,2,1,690,5280,1,FALSE,0,4,5,690,NA,1942,NA,98056,47.4953,-122.187,1140,4860
"9191",2014-11-19,525000,4,1.5,1430,6380,1.5,FALSE,0,4,7,1130,300,1945,NA,98115,47.6942,-122.319,1570,6380
"9192",2014-07-16,293000,1,1,1110,5421,1,FALSE,0,3,6,1110,NA,1935,NA,98177,47.7322,-122.359,1230,8100
"9193",2015-04-27,267100,2,2.5,1250,1580,2,FALSE,0,3,7,1030,220,2005,NA,98106,47.5243,-122.36,1250,1361
"9194",2015-04-21,1500000,4,3.25,3470,5222,2,FALSE,0,3,10,2830,640,2005,NA,98033,47.6845,-122.209,3090,6758
"9195",2014-10-28,240000,3,2.25,1500,15334,2,FALSE,0,4,7,1500,NA,1992,NA,98042,47.3719,-122.091,1530,8102
"9196",2015-04-09,975000,3,2.5,2530,7000,2.5,FALSE,4,3,9,2530,NA,1915,1999,98136,47.5465,-122.398,2380,7000
"9197",2014-06-18,279950,5,1.75,2150,7171,1,FALSE,0,4,7,1460,690,1970,NA,98031,47.3952,-122.176,1710,7300
"9198",2015-01-27,405000,3,1.75,1260,7373,1,FALSE,0,4,7,1260,NA,1979,NA,98034,47.7296,-122.233,1360,7373
